ciqual_code,name_fr,group_name_fr,subgroup_name_fr,carbs_raw,carbs_g_100g,carbs_qualifier
20302,"Brocoli, bouilli/cuit à l'eau, croquant","fruits, légumes, légumineuses et oléagineux",légumes,"1,23",1.23,exact
20303,"Brocoli, bouilli/cuit à l'eau, fondant","fruits, légumes, légumineuses et oléagineux",légumes,"1,03",1.03,exact
20304,"Brocoli, cuit à la vapeur","fruits, légumes, légumineuses et oléagineux",légumes,"2,53",2.53,exact
20305,"Carotte, bouillie/cuite à l'eau, croquante","fruits, légumes, légumineuses et oléagineux",légumes,"6,33",6.33,exact
20306,"Carotte, bouillie/cuite à l'eau, fondante","fruits, légumes, légumineuses et oléagineux",légumes,"5,73",5.73,exact
20307,"Carotte, cuite à la vapeur","fruits, légumes, légumineuses et oléagineux",légumes,"7,33",7.33,exact
20308,"Chou blanc, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumes,"3,23",3.23,exact
20309,"Chou de Bruxelles, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumes,"5,4",5.4,exact
20310,"Chou rouge, cuit à l'étouffée","fruits, légumes, légumineuses et oléagineux",légumes,"5,7",5.7,exact
20311,"Chou vert, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumes,"1,83",1.83,exact
20312,"Chou-fleur, cuit à la vapeur","fruits, légumes, légumineuses et oléagineux",légumes,"3,41",3.41,exact
20313,"Courgette, chair et peau, rôtie/cuite au four","fruits, légumes, légumineuses et oléagineux",légumes,"3,13",3.13,exact
20314,"Céleri branche, cuit à l'étouffée","fruits, légumes, légumineuses et oléagineux",légumes,"2,48",2.48,exact
20315,"Céleri rave, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumes,"4,32",4.32,exact
20316,"Endive, rôtie/cuite au four","fruits, légumes, légumineuses et oléagineux",légumes,"4,38",4.38,exact
20317,"Fenouil, cuit à l'étouffée","fruits, légumes, légumineuses et oléagineux",légumes,"1,94",1.94,exact
20318,"Haricot beurre, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumes,"4,45",4.45,exact
20320,"Haricot vert, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumes,"3,39",3.39,exact
20321,"Navet, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumes,"3,23",3.23,exact
20322,"Oignon blanc ou jaune, sauté/poêlé sans matière grasse","fruits, légumes, légumineuses et oléagineux",légumes,"6,73",6.73,exact
20323,"Oignon nouveau ou oignon frais ou cébette, sauté/poêlé sans matière grasse","fruits, légumes, légumineuses et oléagineux",légumes,"3,56",3.56,exact
20324,"Oignon rouge, sauté/poêlé","fruits, légumes, légumineuses et oléagineux",légumes,"7,55",7.55,exact
20325,"Panais, cuit à l'étouffée","fruits, légumes, légumineuses et oléagineux",légumes,"16,6",16.6,exact
20326,"Petits pois, bouillis/cuits à l'eau","fruits, légumes, légumineuses et oléagineux",légumes,"9,93",9.93,exact
20327,"Poireau, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumes,"2,23",2.23,exact
20328,"Poivron jaune, sauté/poêlé","fruits, légumes, légumineuses et oléagineux",légumes,"5,33",5.33,exact
20329,"Poivron rouge, sauté/poêlé","fruits, légumes, légumineuses et oléagineux",légumes,"6,53",6.53,exact
20330,"Poivron vert, sauté/poêlé","fruits, légumes, légumineuses et oléagineux",légumes,"3,53",3.53,exact
20331,"Potimarron, chair sans peau, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumes,"6,88",6.88,exact
20332,"Potiron, rôti/cuit au four","fruits, légumes, légumineuses et oléagineux",légumes,"5,66",5.66,exact
20333,"Salsifis, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumes,"9,29",9.29,exact
20335,"Échalote, sautée/poêlée sans matière grasse","fruits, légumes, légumineuses et oléagineux",légumes,"12,3",12.3,exact
20336,"Épinard, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumes,traces,0,traces
20339,"Chou chinois pak choï ou pak choy (feuilles vertes ressemblant à des blettes), cuit","fruits, légumes, légumineuses et oléagineux",légumes,"0,78",0.78,exact
20349,"Asperge, bouillie/cuite à l'eau (aliment moyen)","fruits, légumes, légumineuses et oléagineux",légumes,"1,67",1.67,exact
20350,"Brocoli, bouilli/cuit à l'eau (aliment moyen)","fruits, légumes, légumineuses et oléagineux",légumes,"1,03",1.03,exact
20351,"Brocoli, cuit (aliment moyen)","fruits, légumes, légumineuses et oléagineux",légumes,"1,79",1.79,exact
20352,"Carotte, bouillie/cuite à l'eau (aliment moyen)","fruits, légumes, légumineuses et oléagineux",légumes,"5,73",5.73,exact
20353,"Carotte, cuite (aliment moyen)","fruits, légumes, légumineuses et oléagineux",légumes,"6,24",6.24,exact
20354,"Céleri branche, cuit (aliment moyen)","fruits, légumes, légumineuses et oléagineux",légumes,"1,38",1.38,exact
20355,"Chou rouge, cuit (aliment moyen)","fruits, légumes, légumineuses et oléagineux",légumes,"5,13",5.13,exact
20356,"Fenouil, cuit (aliment moyen)","fruits, légumes, légumineuses et oléagineux",légumes,"1,8",1.8,exact
20357,"Potimarron, chair sans peau, cuit (aliment moyen)","fruits, légumes, légumineuses et oléagineux",légumes,"6,88",6.88,exact
20358,"Tomate, chair et peau, cuite (aliment moyen)","fruits, légumes, légumineuses et oléagineux",légumes,"3,06",3.06,exact
20497,"Légumes pour couscous, cuits","fruits, légumes, légumineuses et oléagineux",légumes,"3,87",3.87,exact
20499,Légume cuit (aliment moyen),"fruits, légumes, légumineuses et oléagineux",légumes,"3,67",3.67,exact
20590,"Crosne, cuit","fruits, légumes, légumineuses et oléagineux",légumes,"9,11",9.11,exact
58103,"Gombo, fruit, cuit","fruits, légumes, légumineuses et oléagineux",légumes,"2,01",2.01,exact
20092,"Carotte, déshydratée","fruits, légumes, légumineuses et oléagineux",légumes,56,56,exact
20180,"Oignon, séché","fruits, légumes, légumineuses et oléagineux",légumes,"74,1",74.1,exact
20189,"Tomate, séchée","fruits, légumes, légumineuses et oléagineux",légumes,"43,5",43.5,exact
20202,"Champignon noir, séché","fruits, légumes, légumineuses et oléagineux",légumes,-,,missing
20211,"Champignon, lentin comestible ou shiitaké, séché","fruits, légumes, légumineuses et oléagineux",légumes,"63,9",63.9,exact
20256,"Tomate, séchée, à l'huile","fruits, légumes, légumineuses et oléagineux",légumes,"7,98",7.98,exact
20800,"Banane jaune, chair sans peau, cuite à la vapeur, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,-,,missing
20801,"Chips de chair de giraumon (variété locale), prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,"12,3",12.3,exact
20802,"Chips de chair de giraumon (variété phoenix), prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,"13,9",13.9,exact
20803,"Chou dur ou chou caraïbe ou macabo, pulpe, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,-,,missing
20804,"Chayote ou christophine ou chouchou à peau blanche, chair sans peau, sans noyau, cuite à la vapeur, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,"5,93",5.93,exact
20805,"Chayote ou christophine ou chouchou à peau verte, chair sans peau, sans noyau, cuite à la vapeur, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,"4,6",4.6,exact
20806,"Chayote ou christophine ou chouchou à peau blanche, chaire sans peau, sans noyau, appertisée, non égouttée, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,-,,missing
20807,"Chayote ou christophine ou chouchou, chair et peau, sans noyau, cuite à la vapeur, surgelée, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,-,,missing
20808,"Concombre, chair sans peau, avec pépins, cru, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,-,,missing
20809,"Concombre, chair et peau, cru, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,-,,missing
20810,"Cresson, feuille, cru, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,traces,0,traces
20811,"Dachine, pulpe, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,-,,missing
20812,"Farine de pulpe de patate douce, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,"50,1",50.1,exact
20813,"Fruit à pain, chair sans peau, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,21,21,exact
20814,"Giraumon (variété locale), chair sans peau, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,"4,51",4.51,exact
20815,"Giraumon (variété locale), chair sans peau, cuit à la vapeur, surgelé, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,"3,75",3.75,exact
20816,"Giraumon (variété locale), chair sans peau, râpé, cru, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,"2,42",2.42,exact
20817,"Giraumon (variété phoenix), chair sans peau, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,"5,62",5.62,exact
20818,"Giraumon (variété phoenix), chair sans peau, râpé, cru, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,"3,51",3.51,exact
20819,"Giraumon (variété phoenix), chair sans peau, surgelé, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,"4,37",4.37,exact
20820,"Gombo, entier, appertisé, non égoutté, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,-,,missing
20821,"Gombo, entier, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,"4,69",4.69,exact
20822,"Gombo, sans pédoncule, blanchi, surgelé, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,"5,28",5.28,exact
20823,"Igname cousse-couche, pulpe, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,"17,9",17.9,exact
20824,"Igname jaune, pulpe, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,"27,6",27.6,exact
20825,"Igname saint martin, pulpe, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,"18,4",18.4,exact
20826,"Topinambour, pulpe, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,-,,missing
20827,"Kamanioc, pulpe, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,-,,missing
20828,"Massissi, chair, cru, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,-,,missing
20829,"Papaye verte, chair sans peau, crue, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,-,,missing
20830,"Papaye verte, chair sans peau, cuite à la vapeur, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,-,,missing
20831,"Patate douce, pulpe, blanchie, surgelée, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,-,,missing
20832,"Patate douce, pulpe, cuite à la vapeur, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,"25,2",25.2,exact
20833,"Pois d'Angole, entier, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,"11,1",11.1,exact
20834,"Ti nain, chair sans peau, cuit à la vapeur, prélevé à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,-,,missing
20835,"Tomate, entière, crue, prélevée à la Martinique","fruits, légumes, légumineuses et oléagineux",légumes,-,,missing
54500,"Fruit à pain, cru","fruits, légumes, légumineuses et oléagineux",légumes,"22,2",22.2,exact
20296,"Brèdes chou de Chine ou bok choy ou pak choï, tiges et feuilles, cuites à la vapeur, prélevées à La Réunion (Brassica rapa subsp. Chinensis)","fruits, légumes, légumineuses et oléagineux",légumes,"1,7",1.7,exact
20297,"Chayote ou christophine ou chouchou, chair sans peau, sans noyau, cuite à la vapeur, prélevée à La Réunion (Sechium edule)","fruits, légumes, légumineuses et oléagineux",légumes,"3,5",3.5,exact
4000,"Tapioca ou perles du Japon, cru","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"87,8",87.8,exact
4002,"Pomme de terre, sans peau, rôtie/cuite au four","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"20,1",20.1,exact
4003,"Pomme de terre, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"16,8",16.8,exact
4004,Chips de pommes de terre nature ou aromatisées,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,51,51,exact
4007,"Pomme de terre nouvelle ou primeur, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,15,15,exact
4008,"Pomme de terre, sans peau, crue","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"16,2",16.2,exact
4011,"Pomme de terre, appertisée, égouttée","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"10,7",10.7,exact
4013,"Pomme de terre noisette, surgelée, à cuire","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"25,3",25.3,exact
4014,"Pomme de terre vapeur, sous vide","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"15,8",15.8,exact
4015,"Pomme de terre poêlée, avec matière grasse","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"17,3",17.3,exact
4016,"Flocons de pomme de terre, au lait ou à la crème, déshydratés","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,71,71,exact
4017,"Purée de pomme de terre, à base de flocons, reconstituée avec lait entier et matière grasse","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"12,6",12.6,exact
4018,"Purée de pomme de terre, avec lait et beurre, sans sel ajouté","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"15,7",15.7,exact
4019,"Purée de pomme de terre, à base de flocons, reconstituée avec lait demi-écrémé et eau, non salée","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"12,4",12.4,exact
4020,"Pomme de terre dauphine, surgelée, à cuire","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"19,7",19.7,exact
4021,"Pomme de terre dauphine, surgelée, cuite","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"30,2",30.2,exact
4022,"Flocons de pomme de terre, nature, déshydratés","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"73,5",73.5,exact
4023,"Pomme de terre nouvelle ou primeur, crue","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"15,8",15.8,exact
4025,"Potatoes ou wedges ou quartiers de pommes de terre épicés, surgelées, cuites","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"25,3",25.3,exact
4026,"Pomme de terre, rôtie/cuite au four","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,19,19,exact
4027,"Pomme de terre sautée/poêlée/rissolée, préfrite, surgelée, cuite","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,23,23,exact
4028,"Pomme de terre de conservation, sans peau, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"15,4",15.4,exact
4029,"Pomme de terre nouvelle ou primeur, bouillie/cuite à l'eau, sans peau","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"14,9",14.9,exact
4030,"Frites de pommes de terre, surgelées, rôties/cuites au four","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"32,6",32.6,exact
4032,"Frites de pommes de terre, surgelées, cuites en friteuse","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"32,7",32.7,exact
4034,"Pomme de terre duchesse, surgelée, cuite","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"29,6",29.6,exact
4035,"Pomme de terre noisette, surgelée, cuite","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"28,4",28.4,exact
4036,Pomme de terre sautée/poêlée/rissolée à la graisse de canard,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"20,8",20.8,exact
4037,"Chips de pommes de terre nature ou aromatisées, à l'ancienne","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"46,7",46.7,exact
4038,"Chips de pommes de terre nature ou aromatisées, allégées en matière grasse (et assimilés )","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"61,4",61.4,exact
4039,Rostis ou galette de pomme de terre,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"22,5",22.5,exact
4040,"Purée de pomme de terre, avec lait et beurre, salée","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"11,3",11.3,exact
4042,"Pomme de terre duchesse, surgelée, à cuire","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"21,4",21.4,exact
4043,"Pomme de terre sautée/poêlée/rissolée, préfrite, surgelée, à cuire","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"20,4",20.4,exact
4044,"Frites de pommes de terre, surgelées, préfrites, pour cuisson au four","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,21,21,exact
4045,"Frites de pommes de terre, surgelées, préfrites, pour cuisson micro-onde","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"27,2",27.2,exact
4046,"Frites de pommes de terre, surgelées, préfrites, pour cuisson en friteuse","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"29,1",29.1,exact
4047,Purée de pomme de terre (aliment moyen),"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,13,13,exact
4048,"Pomme de terre, cuite (aliment moyen)","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"17,2",17.2,exact
4049,"Croquette de pomme de terre, surgelée, à cuire","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"22,4",22.4,exact
4050,"Chips de pommes de terre nature ou aromatisées, sans sel ajouté","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"47,6",47.6,exact
4051,"Poêlée de pommes de terre à la sarladaise (graisse de canard, ail et persil), surgelée, à cuire","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"20,9",20.9,exact
4052,"Potatoes ou wedges ou quartiers de pommes de terre épicés, surgelées, à cuire","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"20,3",20.3,exact
4053,"Pomme de terre grenaille, préfrite, surgelée, à cuire","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"17,9",17.9,exact
4101,"Patate douce, crue","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"17,1",17.1,exact
4102,"Patate douce, cuite","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"16,3",16.3,exact
4103,"Patate douce, purée, cuisinée à la crème","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"12,1",12.1,exact
20050,"Topinambour, cuit","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"14,4",14.4,exact
20196,"Topinambour, cru","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"15,8",15.8,exact
53101,"Banane plantain, cuite","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"28,9",28.9,exact
53200,"Taro, tubercule, cru","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"22,4",22.4,exact
53201,"Taro, tubercule, cuit","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"29,5",29.5,exact
53502,"Igname, pelée, crue","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"23,7",23.7,exact
53503,"Igname, épluchée, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"23,6",23.6,exact
53672,"Igname, crue","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"23,9",23.9,exact
54031,"Manioc, racine crue","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"36,3",36.3,exact
54034,"Manioc, racine cuite","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"32,8",32.8,exact
20293,"Haricot coco, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses,"13,7",13.7,exact
20360,"Lentille, bouillie/cuite à l'eau (aliment moyen)","fruits, légumes, légumineuses et oléagineux",légumineuses,"16,2",16.2,exact
20500,"Fève, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses,"9,35",9.35,exact
20502,"Haricot blanc, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses,12,12,exact
20503,"Haricot rouge, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses,"12,3",12.3,exact
20506,"Pois cassé, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses,"16,3",16.3,exact
20507,"Pois chiche, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses,"17,7",17.7,exact
20508,"Haricot flageolet, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumineuses,"12,2",12.2,exact
20510,"Lentille, cuisinée, appertisée, égouttée","fruits, légumes, légumineuses et oléagineux",légumineuses,"12,3",12.3,exact
20511,"Haricot blanc, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumineuses,"10,9",10.9,exact
20513,"Haricot flageolet, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses,12,12,exact
20524,"Haricot rouge, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumineuses,13,13,exact
20531,"Haricot mungo, frais, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses,"11,9",11.9,exact
20532,"Pois chiche, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumineuses,15,15,exact
20540,"Haricot flageolet, vert, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses,13,13,exact
20542,"Fève, pelée, fraîche, surgelée, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses,9,9,exact
20543,"Fève, fraîche, surgelée, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses,"7,4",7.4,exact
20587,"Lentille verte, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses,"16,2",16.2,exact
20588,"Lentille blonde, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses,"16,3",16.3,exact
20589,"Lentille corail, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses,15,15,exact
20700,"Légume sec, cuit (aliment moyen)","fruits, légumes, légumineuses et oléagineux",légumineuses,"13,8",13.8,exact
20517,"Fève à écosser, fraîche, crue","fruits, légumes, légumineuses et oléagineux",légumineuses,"4,2",4.2,exact
20527,"Pois d'Angole vert, frais, cru","fruits, légumes, légumineuses et oléagineux",légumineuses,"18,8",18.8,exact
20529,"Haricot de Lima ou pois savon ou pois du Cap ou pois souche, cru","fruits, légumes, légumineuses et oléagineux",légumineuses,"15,3",15.3,exact
20537,"Haricot flageolet, frais, surgelé, cru","fruits, légumes, légumineuses et oléagineux",légumineuses,"25,6",25.6,exact
20541,"Fève, pelée, fraîche, surgelée, crue","fruits, légumes, légumineuses et oléagineux",légumineuses,"12,2",12.2,exact
20359,"Lentille, sèche (aliment moyen)","fruits, légumes, légumineuses et oléagineux",légumineuses,"44,5",44.5,exact
20501,"Haricot blanc, sec","fruits, légumes, légumineuses et oléagineux",légumineuses,"43,9",43.9,exact
20515,"Pois cassé, sec","fruits, légumes, légumineuses et oléagineux",légumineuses,"47,5",47.5,exact
20516,"Pois chiche, sec","fruits, légumes, légumineuses et oléagineux",légumineuses,"47,5",47.5,exact
20518,"Fève, sèche","fruits, légumes, légumineuses et oléagineux",légumineuses,"33,3",33.3,exact
20525,"Haricot rouge, sec","fruits, légumes, légumineuses et oléagineux",légumineuses,"46,1",46.1,exact
20530,"Haricot mungo, sec","fruits, légumes, légumineuses et oléagineux",légumineuses,"47,6",47.6,exact
20534,"Lupin, graine, sec","fruits, légumes, légumineuses et oléagineux",légumineuses,"21,5",21.5,exact
20535,"Lentille corail, sèche","fruits, légumes, légumineuses et oléagineux",légumineuses,"44,9",44.9,exact
20539,"Haricot flageolet, vert, sec","fruits, légumes, légumineuses et oléagineux",légumineuses,"42,1",42.1,exact
20585,"Lentille verte, sèche","fruits, légumes, légumineuses et oléagineux",légumineuses,"44,5",44.5,exact
20586,"Lentille blonde, sèche","fruits, légumes, légumineuses et oléagineux",légumineuses,"48,3",48.3,exact
13000,"Abricot, dénoyauté, cru","fruits, légumes, légumineuses et oléagineux",fruits,"9,01",9.01,exact
13002,"Ananas, chair sans peau, cru","fruits, légumes, légumineuses et oléagineux",fruits,"11,7",11.7,exact
13005,"Banane, chair sans peau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"19,7",19.7,exact
13007,"Cassis, cru","fruits, légumes, légumineuses et oléagineux",fruits,"9,68",9.68,exact
13008,"Ceriser, chair et peau, sans noyau, crue","fruits, légumes, légumineuses et oléagineux",fruits,13,13,exact
13009,"Citron, chair sans peau, sans pépins, cru","fruits, légumes, légumineuses et oléagineux",fruits,"1,56",1.56,exact
13010,"Coing, cru","fruits, légumes, légumineuses et oléagineux",fruits,"12,5",12.5,exact
13012,"Figue, crue","fruits, légumes, légumineuses et oléagineux",fruits,"13,5",13.5,exact
13014,"Fraise, crue","fruits, légumes, légumineuses et oléagineux",fruits,"6,03",6.03,exact
13015,"Framboise, crue","fruits, légumes, légumineuses et oléagineux",fruits,"5,83",5.83,exact
13016,"Fruit de la passion ou maracudja, chair sans peau, avec pépins, cru","fruits, légumes, légumineuses et oléagineux",fruits,"10,9",10.9,exact
13018,"Grenade, chair sans peau, avec pépins, crue","fruits, légumes, légumineuses et oléagineux",fruits,"14,3",14.3,exact
13019,"Groseille, crue","fruits, légumes, légumineuses et oléagineux",fruits,"7,06",7.06,exact
13020,"Groseille à maquereau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"4,45",4.45,exact
13021,"Kiwi, chair sans peau, avec pépins, cru","fruits, légumes, légumineuses et oléagineux",fruits,11,11,exact
13023,"Litchi, chair sans peau, sans noyau, cru","fruits, légumes, légumineuses et oléagineux",fruits,"16,1",16.1,exact
13024,"Clémentine ou mandarine, chair sans peau, sans pépins, crue","fruits, légumes, légumineuses et oléagineux",fruits,"9,17",9.17,exact
13025,"Mangue, chair sans peau, sans noyau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"14,3",14.3,exact
13026,"Melon cantaloup (par ex.: Charentais), chair sans peau, sans pépins, cru","fruits, légumes, légumineuses et oléagineux",fruits,"14,8",14.8,exact
13027,"Prune mirabelle, sans noyau, crue","fruits, légumes, légumineuses et oléagineux",fruits,18,18,exact
13028,"Myrtille, crue","fruits, légumes, légumineuses et oléagineux",fruits,"10,6",10.6,exact
13029,"Mûre (de ronce), crue","fruits, légumes, légumineuses et oléagineux",fruits,"6,53",6.53,exact
13034,"Orange, chair sans peau, sans pépins, crue","fruits, légumes, légumineuses et oléagineux",fruits,"8,03",8.03,exact
13035,"Papaye, chair sans peau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"8,53",8.53,exact
13036,"Pastèque, chair sans peau, sans pépins, crue","fruits, légumes, légumineuses et oléagineux",fruits,"8,33",8.33,exact
13037,"Poire, chair et peau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"12,3",12.3,exact
