ciqual_code,name_fr,group_name_fr,subgroup_name_fr,carbs_raw,carbs_g_100g,carbs_qualifier
10025,"Crabe ou tourteau, bouilli/cuit à l'eau","viandes, oeufs, poissons",mollusques et crustacés cuits,"1,79",1.79,exact
10027,"Clam, praire ou palourde, bouilli/cuit à l'eau","viandes, oeufs, poissons",mollusques et crustacés cuits,"5,33",5.33,exact
10031,"Écrevisse, cuite","viandes, oeufs, poissons",mollusques et crustacés cuits,"0,56",0.56,exact
10033,"Crevette bouquet, sauvage, cuite","viandes, oeufs, poissons",mollusques et crustacés cuits,0,0,exact
10034,"Coque, cuite","viandes, oeufs, poissons",mollusques et crustacés cuits,"5,64",5.64,exact
10037,"Calmar ou calamar ou encornet, bouilli/cuit à l'eau","viandes, oeufs, poissons",mollusques et crustacés cuits,"1,64",1.64,exact
10043,Fruits de mer (aliment moyen),"viandes, oeufs, poissons",mollusques et crustacés cuits,"2,47",2.47,exact
10044,"Langoustine, bouillie/cuite à l'eau","viandes, oeufs, poissons",mollusques et crustacés cuits,0,0,exact
10057,"Araignée de mer, bouillie/cuite à l'eau","viandes, oeufs, poissons",mollusques et crustacés cuits,"0,16",0.16,exact
10061,"Crevette blanche ou crevette tropicale (rose), élevage, cuite","viandes, oeufs, poissons",mollusques et crustacés cuits,"0,14",0.14,exact
10062,"Crevette tropicale (tigrée), élevage, cuite","viandes, oeufs, poissons",mollusques et crustacés cuits,"0,75",0.75,exact
10064,"Crevette tropicale (rose), cuite (Penaeus brasiliensis)","viandes, oeufs, poissons",mollusques et crustacés cuits,0,0,exact
10079,"Poulpe, cuit","viandes, oeufs, poissons",mollusques et crustacés cuits,"4,4",4.4,exact
10080,"Fruits de mer, mélange ou cocktail, surgelés, cuits","viandes, oeufs, poissons",mollusques et crustacés cuits,"2,83",2.83,exact
10084,"Calmar ou calamar ou encornet, frit ou poêlé avec matière grasse","viandes, oeufs, poissons",mollusques et crustacés cuits,"8,45",8.45,exact
10086,"Crevettes, décortiquées, cuites, réfrigérées, préemballées","viandes, oeufs, poissons",mollusques et crustacés cuits,"2,6",2.6,exact
10088,"Ecrevisses, décortiquées, cuites, réfrigérées, préemballées","viandes, oeufs, poissons",mollusques et crustacés cuits,"0,1",0.1,exact
10089,"Crevettes grises, décortiquées, cuites, réfrigérées, préemballées","viandes, oeufs, poissons",mollusques et crustacés cuits,"0,083",0.083,exact
10099,"Escargot, cuit","viandes, oeufs, poissons",mollusques et crustacés cuits,"1,39",1.39,exact
10100,"Crevette sauvage, cuite","viandes, oeufs, poissons",mollusques et crustacés cuits,"0,04",0.04,exact
10101,"Crevette, élevage, cuite (aliment moyen)","viandes, oeufs, poissons",mollusques et crustacés cuits,"0,64",0.64,exact
34501,"Grenouille, cuisse, grillée/poêlée","viandes, oeufs, poissons",mollusques et crustacés cuits,"0,015",0.015,exact
10001,"Calmar ou calamar ou encornet, cru","viandes, oeufs, poissons",mollusques et crustacés crus,"2,17",2.17,exact
10003,"Coquille Saint-Jacques, noix et corail, crue","viandes, oeufs, poissons",mollusques et crustacés crus,"0,78",0.78,exact
10008,"Escargot, cru","viandes, oeufs, poissons",mollusques et crustacés crus,"1,29",1.29,exact
10010,"Homard, cru","viandes, oeufs, poissons",mollusques et crustacés crus,"0,94",0.94,exact
10011,"Huître, sans précision, crue","viandes, oeufs, poissons",mollusques et crustacés crus,"3,86",3.86,exact
10014,"Moule commune, crue","viandes, oeufs, poissons",mollusques et crustacés crus,"2,69",2.69,exact
10015,"Langouste, crue","viandes, oeufs, poissons",mollusques et crustacés crus,"1,07",1.07,exact
10016,"Seiche, crue","viandes, oeufs, poissons",mollusques et crustacés crus,"0,51",0.51,exact
10017,"Clam, praire ou palourde, cru","viandes, oeufs, poissons",mollusques et crustacés crus,"2,66",2.66,exact
10018,"Poulpe, cru","viandes, oeufs, poissons",mollusques et crustacés crus,"0,97",0.97,exact
10019,"Bulot ou buccin, cru","viandes, oeufs, poissons",mollusques et crustacés crus,"7,61",7.61,exact
10021,"Crevette, crue","viandes, oeufs, poissons",mollusques et crustacés crus,"3,21",3.21,exact
10024,"Langoustine, crue","viandes, oeufs, poissons",mollusques et crustacés crus,"1,53",1.53,exact
10026,"Moule de Méditerranée, crue","viandes, oeufs, poissons",mollusques et crustacés crus,"2,77",2.77,exact
10030,"Écrevisse, crue","viandes, oeufs, poissons",mollusques et crustacés crus,"0,81",0.81,exact
10035,"Huître creuse, crue","viandes, oeufs, poissons",mollusques et crustacés crus,"3,86",3.86,exact
10036,"Huître plate, crue","viandes, oeufs, poissons",mollusques et crustacés crus,"1,16",1.16,exact
10038,"Crevette, surgelée, crue","viandes, oeufs, poissons",mollusques et crustacés crus,"0,74",0.74,exact
10039,"Crabe, cru","viandes, oeufs, poissons",mollusques et crustacés crus,"0,027",0.027,exact
10041,"Ormeau, cru","viandes, oeufs, poissons",mollusques et crustacés crus,"8,69",8.69,exact
10045,"Coquille Saint-Jacques, noix, crue","viandes, oeufs, poissons",mollusques et crustacés crus,"1,15",1.15,exact
10048,"Pecten d'Amérique ou peigne du Canada, noix, crue","viandes, oeufs, poissons",mollusques et crustacés crus,"1,78",1.78,exact
10049,"Pétoncle ou peigne du Pérou, noix, crue","viandes, oeufs, poissons",mollusques et crustacés crus,"3,1",3.1,exact
10074,"Bigorneau, cru","viandes, oeufs, poissons",mollusques et crustacés crus,0,0,exact
34500,"Grenouille, cuisse, crue","viandes, oeufs, poissons",mollusques et crustacés crus,"0,66",0.66,exact
8059,"Rillettes de crabe, préemballées","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"4,61",4.61,exact
8080,"Rillettes de poisson, préemballées","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,traces,0,traces
8081,"Rillettes de saumon, préemballées","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"2,77",2.77,exact
8082,"Rillettes de thon, préemballées","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"1,88",1.88,exact
8083,"Rillettes de maquereau, préemballées","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,1,1,exact
8290,"Tarama, au saumon fumé, préemballé","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"4,74",4.74,exact
8291,"Terrine de poisson, préemballée","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"4,21",4.21,exact
8292,"Terrine de fruits de mer (par ex. de Saint-Jacques), avec ou sans poisson, préemballée","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"7,89",7.89,exact
8293,"Tarama, aux oeufs de cabillaud, préemballé","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"4,01",4.01,exact
10002,"Calmar ou calamar ou encornet, à la romaine (beignet), préemballé","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"26,7",26.7,exact
10005,"Crabe, miettes et ou pattes décortiquées, appertisé, égoutté","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"4,16",4.16,exact
10012,"Langoustine, panée, frite","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,29,29,exact
10023,Beignet de crevette,"viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"35,5",35.5,exact
10028,"Moules, au naturel, appertisées, égouttées","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"2,6",2.6,exact
10042,"Escargot en sauce au beurre persillé, préemballé, cuit","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"1,75",1.75,exact
10081,"Moules à la sauce catalane ou escabèche (tomate), appertisée, égouttée","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"4,9",4.9,exact
25433,"Accra de poisson, préemballé","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"15,1",15.1,exact
25537,"Carpaccio de saumon avec marinade, fait maison","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"0,22",0.22,exact
25992,"Saumon fumé, aux cinq baies","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"1,44",1.44,exact
25993,"Saumon fumé, à l'aneth et au citron","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"0,37",0.37,exact
25994,"Maquereau, filet grillé, appertisé, en sauce, égoutté","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"0,96",0.96,exact
25998,"Hareng fumé, doux","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"0,44",0.44,exact
25999,"Anchois, filets, roulés aux câpres, salés, à l'huile, semi-conserve, égouttés","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"1,56",1.56,exact
26000,"Anchois, filets, marinés à l'huile, semi-conserve, égouttés","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"0,47",0.47,exact
26002,"Carrelet ou plie ou plie commune, pané, frit","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"15,2",15.2,exact
26004,"Oeufs de lompe ou oeufs de lump, semi-conserve","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"1,01",1.01,exact
26005,"Caviar, semi-conserve","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,traces,0,traces
26010,"Hareng mariné ou rollmops, préemballé","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"1,95",1.95,exact
26013,"Hareng fumé, au naturel","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"0,5",0.5,exact
26016,"Limande-sole, panée, frite","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"11,9",11.9,exact
26027,"Pilchard, sauce tomate, appertisé, égoutté","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"1,5",1.5,exact
26028,"Nuggets ou croquette panée de poisson, préemballé","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"18,4",18.4,exact
26029,"Poisson pané, surgelé, cru","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"15,6",15.6,exact
26030,"Poisson pané, frit","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"13,5",13.5,exact
26034,"Sardine, à l'huile, appertisée, égouttée","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"0,31",0.31,exact
26035,"Sardine, sauce tomate, appertisée, égouttée","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"1,83",1.83,exact
26037,Saumon fumé,"viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"0,13",0.13,exact
26039,"Thon, au naturel, appertisé, égoutté","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,0,0,exact
26040,"Sardine, à l'huile d'olive, appertisée, égouttée","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"0,11",0.11,exact
26046,"Surimi, bâtonnets, tranche ou râpé saveur crabe","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"11,8",11.8,exact
26056,"Oeufs de cabillaud, fumés, semi-conserve","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"0,1",0.1,exact
26077,"Thon germon ou thon blanc, cuit à la vapeur sous pression","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,0,0,exact
26086,"Maquereau, filet sauce tomate, appertisé, égoutté","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"5,5",5.5,exact
26087,"Maquereau, fumé","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"0,92",0.92,exact
26090,Haddock (fumé) ou églefin fumé,"viandes, oeufs, poissons",produits à base de poissons et produits de la mer,0,0,exact
26096,"Maquereau, filet sauce moutarde, appertisé, égoutté","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"1,5",1.5,exact
26097,"Maquereau, filet au vin blanc, appertisé, égoutté","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,1,1,exact
26098,"Morue, salée, sèche","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"1,1",1.1,exact
26119,"Saumon, appertisé, égoutté","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"4,9",4.9,exact
26123,"Maquereau, filet (grillé ou non), au naturel, appertisé, égoutté","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"0,018",0.018,exact
26124,"Merlan, pané","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,13,13,exact
26142,"Foie de morue, appertisé, égoutté","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,1,1,exact
26151,"Oeufs de truite, semi-conserve","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,4,4,exact
26152,"Lieu ou colin d'Alaska, fumé","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,0,0,exact
26177,"Anchois, filets, salés, à l'huile, semi-conserve, égouttés","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,0,0,exact
26179,"Thon germon ou thon blanc, à l'huile d'olive, appertisé, égoutté","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"1,01",1.01,exact
26180,"Thon à l'huile de tournesol, entier, appertisé, égoutté","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"0,76",0.76,exact
26181,"Thon albacore, au naturel, appertisé, égoutté","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"3,67",3.67,exact
26186,"Maquereau, mariné","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,-,,missing
26231,"Sardine, filets sans arêtes à l'huile d'olive, appertisés, égouttés","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"1,16",1.16,exact
26232,"Hareng fumé, à l'huile","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,2,2,exact
26239,"Surimi, fourré au fromage frais","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"9,24",9.24,exact
26242,"Thon à la tomate, miettes, appertisées, égouttées","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"4,33",4.33,exact
26243,"Thon, à la catalane ou à l'escabèche (sauce tomate), appertisé","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,6,6,exact
26245,"Thon à l'huile de tournesol, miettes, appertisées, égouttées","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,0,0,exact
26275,"Oeufs de saumon du Pacifique, semi-conserve","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"5,16",5.16,exact
26692,"Anchois, filets, marinés à l'orientale (huile, piments…), semi-conserve, égouttés","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"0,48",0.48,exact
26693,"Anchois, filets, salés, à l'huile de tournesol, semi-conserve, égouttés","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"0,54",0.54,exact
26694,"Anchois, filets, salés, à l'huile d'olive, semi-conserve, égouttés","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"1,36",1.36,exact
26695,"Saumon, sauvage, fumé","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"0,048",0.048,exact
26696,"Saumon, élevage, fumé","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"0,14",0.14,exact
26697,"Sardine, à l'huile de tournesol, appertisée, égouttée","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"0,27",0.27,exact
26698,"Sardine, à l'huile d'arachide, appertisée, égouttée","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"1,07",1.07,exact
26700,"Anchois, filets, marinés, semi-conserve, égouttés (aliment moyen)","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"0,48",0.48,exact
27029,"Truite, élevage, fumée","viandes, oeufs, poissons",produits à base de poissons et produits de la mer,"3,17",3.17,exact
22008,"Oeuf, blanc (blanc d'oeuf), cuit","viandes, oeufs, poissons",oeufs,"1,12",1.12,exact
22009,"Oeuf, jaune (jaune d'oeuf), cuit","viandes, oeufs, poissons",oeufs,"1,31",1.31,exact
22010,Oeuf dur,"viandes, oeufs, poissons",oeufs,"0,52",0.52,exact
22011,Oeuf poché,"viandes, oeufs, poissons",oeufs,"0,89",0.89,exact
22014,Oeuf à la coque,"viandes, oeufs, poissons",oeufs,"1,08",1.08,exact
22502,"Oeuf brouillé, avec matière grasse","viandes, oeufs, poissons",oeufs,"0,44",0.44,exact
22505,"Oeuf au plat, sans matière grasse","viandes, oeufs, poissons",oeufs,"1,4",1.4,exact
22000,Oeuf cru,"viandes, oeufs, poissons",oeufs,"0,06",0.06,exact
22001,"Oeuf, blanc (blanc d'oeuf), cru","viandes, oeufs, poissons",oeufs,"0,73",0.73,exact
22002,"Oeuf, jaune (jaune d'oeuf), cru","viandes, oeufs, poissons",oeufs,"1,09",1.09,exact
22050,"Oeuf de caille, cru","viandes, oeufs, poissons",oeufs,"0,41",0.41,exact
22060,"Oeuf de cane, cru","viandes, oeufs, poissons",oeufs,"1,45",1.45,exact
22070,"Oeuf d'oie, cru","viandes, oeufs, poissons",oeufs,"1,35",1.35,exact
22080,"Oeuf de dinde, cru","viandes, oeufs, poissons",oeufs,"1,13",1.13,exact
22003,"Oeuf, jaune (jaune d'oeuf), en poudre","viandes, oeufs, poissons",oeufs,"2,11",2.11,exact
22004,"Oeuf, blanc (blanc d'oeuf), en poudre","viandes, oeufs, poissons",oeufs,"7,8",7.8,exact
22013,"Oeuf, en poudre","viandes, oeufs, poissons",oeufs,"1,52",1.52,exact
22500,"Omelette nature, faite maison","viandes, oeufs, poissons",oeufs,"0,9",0.9,exact
22506,"Omelette au fromage, faite maison","viandes, oeufs, poissons",oeufs,"2,56",2.56,exact
22507,"Omelette aux lardons, faite maison","viandes, oeufs, poissons",oeufs,"1,46",1.46,exact
22508,"Omelette aux champignons, faite maison","viandes, oeufs, poissons",oeufs,"2,28",2.28,exact
22509,"Omelette à la ciboulette, faite maison","viandes, oeufs, poissons",oeufs,"1,98",1.98,exact
22510,"Tortilla espagnole aux oignons (omelette aux pommes de terre et oignons), préemballée","viandes, oeufs, poissons",oeufs,"11,7",11.7,exact
22511,"Omelette, garnitures diverses : légumes, fromages, viandes... (aliment moyen)","viandes, oeufs, poissons",oeufs,"4,83",4.83,exact
19000,"Lait de grand mélange, en vrac",produits laitiers,laits,"4,65",4.65,exact
19010,"Lait entier, cru",produits laitiers,laits,-,,missing
19016,Lait entier (aliment moyen),produits laitiers,laits,"4,78",4.78,exact
19023,"Lait entier, UHT",produits laitiers,laits,"4,77",4.77,exact
19024,"Lait entier, pasteurisé",produits laitiers,laits,"4,8",4.8,exact
19033,Lait demi-écrémé (aliment moyen),produits laitiers,laits,"4,97",4.97,exact
19037,"Lait demi-écrémé, UHT, enrichi en vitamine D",produits laitiers,laits,"4,8",4.8,exact
19038,"Lait à 1,2% MG, UHT, enrichi en vitamines",produits laitiers,laits,"4,79",4.79,exact
19039,"Lait, sans précision sur la teneur en matière grasse, UHT (aliment moyen)",produits laitiers,laits,"4,97",4.97,exact
19041,"Lait demi-écrémé, UHT",produits laitiers,laits,5,5,exact
19042,"Lait demi-écrémé, pasteurisé",produits laitiers,laits,"4,9",4.9,exact
19050,"Lait écrémé, UHT",produits laitiers,laits,"5,01",5.01,exact
19051,"Lait écrémé, pasteurisé",produits laitiers,laits,"4,7",4.7,exact
19060,"Lait demi-écrémé (ou à teneur en matière grasse légèrement inférieure), UHT,  à teneur réduite en lactose",produits laitiers,laits,"4,69",4.69,exact
19200,"Lait de chèvre, entier, UHT",produits laitiers,laits,"4,2",4.2,exact
19201,"Lait de chèvre, demi-écrémé, UHT",produits laitiers,laits,"4,13",4.13,exact
19202,"Lait de chèvre, entier, cru",produits laitiers,laits,"4,01",4.01,exact
19225,"Lait de jument, entier",produits laitiers,laits,"6,22",6.22,exact
19250,"Lait de brebis, entier",produits laitiers,laits,"4,5",4.5,exact
19270,"Lait de bufflesse, entier",produits laitiers,laits,"5,1",5.1,exact
19021,"Lait en poudre, entier",produits laitiers,laits,42,42,exact
19026,"Lait concentré sans sucres ajoutés, entier",produits laitiers,laits,"9,91",9.91,exact
19027,"Lait concentré sucré, entier",produits laitiers,laits,"56,5",56.5,exact
19044,"Lait en poudre, demi-écrémé",produits laitiers,laits,"43,4",43.4,exact
19054,"Lait en poudre, écrémé",produits laitiers,laits,54,54,exact
19500,"Lait fermenté à boire, aromatisé, avec édulcorants, allégé en sucres, 0% MG, au L Casei",produits laitiers,produits laitiers frais et alternatives végétales,"3,64",3.64,exact
19508,"Lait fermenté ou yaourt à boire, aromatisé, sucré",produits laitiers,produits laitiers frais et alternatives végétales,"10,7",10.7,exact
19516,"Lait fermenté à boire, aromatisé, sucré, au L Casei",produits laitiers,produits laitiers frais et alternatives végétales,"10,8",10.8,exact
19534,"Lait fermenté ou yaourt à boire, aromatisé, sucré, enrichi en vitamine D",produits laitiers,produits laitiers frais et alternatives végétales,"12,3",12.3,exact
19535,"Lait fermenté ou yaourt à boire, aux fruits, sucré",produits laitiers,produits laitiers frais et alternatives végétales,"11,9",11.9,exact
19536,"Lait fermenté ou yaourt à boire, aux fruits, sucré, enrichi en vitamine D",produits laitiers,produits laitiers frais et alternatives végétales,"12,4",12.4,exact
19538,"Lait fermenté à boire, nature, sucré, au L Casei",produits laitiers,produits laitiers frais et alternatives végétales,"10,8",10.8,exact
19539,"Lait fermenté type yaourt au bifidus, aromatisé, sucré",produits laitiers,produits laitiers frais et alternatives végétales,"10,8",10.8,exact
19541,"Lait fermenté type yaourt au bifidus, aux fruits, 0% MG, avec édulcorants",produits laitiers,produits laitiers frais et alternatives végétales,"6,71",6.71,exact
19542,"Lait fermenté type yaourt au bifidus, aux fruits, sucré",produits laitiers,produits laitiers frais et alternatives végétales,"10,8",10.8,exact
19543,"Lait fermenté type yaourt aux esters de stérol, aux fruits, 0% MG, avec édulcorants",produits laitiers,produits laitiers frais et alternatives végétales,"6,6",6.6,exact
19544,"Lait fermenté type yaourt au bifidus, nature, 0% MG",produits laitiers,produits laitiers frais et alternatives végétales,"5,75",5.75,exact
19546,"Lait fermenté type yaourt au bifidus, nature",produits laitiers,produits laitiers frais et alternatives végétales,"10,8",10.8,exact
19550,"Yaourt à la grecque nature, au lait de brebis",produits laitiers,produits laitiers frais et alternatives végétales,"4,28",4.28,exact
19551,"Lait fermenté à boire, aromatisé, sucré,  enrichi en vitamine D, au L Casei",produits laitiers,produits laitiers frais et alternatives végétales,"12,1",12.1,exact
19552,"Yaourt à la grecque sur lit de fruits, sucré",produits laitiers,produits laitiers frais et alternatives végétales,"14,4",14.4,exact
19553,"Yaourt au lait de brebis, aromatisé, sucré",produits laitiers,produits laitiers frais et alternatives végétales,"9,16",9.16,exact
19554,"Yaourt au lait de brebis, nature, 3% MG environ",produits laitiers,produits laitiers frais et alternatives végétales,"3,48",3.48,exact
19555,"Yaourt au lait de brebis, sur lit de fruits, sucré",produits laitiers,produits laitiers frais et alternatives végétales,"15,2",15.2,exact
19556,"Yaourt au lait de chèvre, nature",produits laitiers,produits laitiers frais et alternatives végétales,"2,53",2.53,exact
19557,"Yaourt ou lait fermenté, sur lit de fruits, sucré",produits laitiers,produits laitiers frais et alternatives végétales,14,14,exact
19559,"Yaourt ou lait fermenté, aromatisé, 0% MG, avec édulcorants",produits laitiers,produits laitiers frais et alternatives végétales,"7,73",7.73,exact
19574,"Yaourt ou lait fermenté, aromatisé, 0% MG, avec édulcorants, enrichi en vitamine D",produits laitiers,produits laitiers frais et alternatives végétales,"7,75",7.75,exact
19575,"Yaourt ou lait fermenté, aromatisé, sucré",produits laitiers,produits laitiers frais et alternatives végétales,"12,7",12.7,exact
19577,"Yaourt ou lait fermenté, aromatisé, à la crème, sucré",produits laitiers,produits laitiers frais et alternatives végétales,13,13,exact
19578,"Yaourt ou lait fermenté, aromatisé, sucré, enrichi en vitamine D",produits laitiers,produits laitiers frais et alternatives végétales,"11,7",11.7,exact
19579,"Yaourt ou lait fermenté, aux céréales",produits laitiers,produits laitiers frais et alternatives végétales,16,16,exact
19580,"Yaourt ou lait fermenté, aux copeaux de chocolat, à la crème, sucré",produits laitiers,produits laitiers frais et alternatives végétales,"14,9",14.9,exact
19581,"Yaourt ou lait fermenté, aux fruits, 0% MG, avec édulcorants",produits laitiers,produits laitiers frais et alternatives végétales,"5,66",5.66,exact
19582,"Yaourt ou lait fermenté, aux fruits, 0% MG, avec édulcorants, enrichi en vitamine D",produits laitiers,produits laitiers frais et alternatives végétales,6,6,exact
19587,"Yaourt ou lait fermenté, aux fruits, sucré",produits laitiers,produits laitiers frais et alternatives végétales,"12,6",12.6,exact
19589,"Yaourt ou lait fermenté, aux fruits, à la crème, sucré",produits laitiers,produits laitiers frais et alternatives végétales,"13,4",13.4,exact
19592,"Yaourt ou lait fermenté, aux fruits, sucré, enrichi en vitamine D",produits laitiers,produits laitiers frais et alternatives végétales,"12,3",12.3,exact
19593,"Yaourt ou lait fermenté, nature",produits laitiers,produits laitiers frais et alternatives végétales,"4,26",4.26,exact
19594,"Yaourt ou lait fermenté, nature, 0% MG",produits laitiers,produits laitiers frais et alternatives végétales,"4,89",4.89,exact
19596,"Yaourt ou lait fermenté, nature, 0% MG, enrichi en vitamine D",produits laitiers,produits laitiers frais et alternatives végétales,"4,86",4.86,exact
19598,"Yaourt ou lait fermenté, nature, à la crème",produits laitiers,produits laitiers frais et alternatives végétales,"3,8",3.8,exact
19599,"Yaourt ou lait fermenté, nature, sucré",produits laitiers,produits laitiers frais et alternatives végétales,"10,7",10.7,exact
19600,"Yaourt ou lait fermenté, nature, sans précision sur teneur en matière grasse et sucre (aliment moyen)",produits laitiers,produits laitiers frais et alternatives végétales,"5,85",5.85,exact
19624,"Yaourt ou lait fermenté, nature ou aux fruits (aliment moyen)",produits laitiers,produits laitiers frais et alternatives végétales,"7,98",7.98,exact
19628,"Yaourt ou lait fermenté, aux fruits (aliment moyen)",produits laitiers,produits laitiers frais et alternatives végétales,"11,7",11.7,exact
19669,"Spécialité laitière riche en protéines, sur lit de fruits, sucrée",produits laitiers,produits laitiers frais et alternatives végétales,"11,5",11.5,exact
19671,"Yaourt ou lait fermenté, aromatisé ou aux fruits, 0% MG (aliment moyen)",produits laitiers,produits laitiers frais et alternatives végétales,"6,14",6.14,exact
19672,"Yaourt ou lait fermenté, aromatisé ou aux fruits, non allégé en matière grasse (aliment moyen)",produits laitiers,produits laitiers frais et alternatives végétales,"12,5",12.5,exact
19675,"Yaourt ou lait fermenté, aromatisé ou aux fruits, avec édulcorants (aliment moyen)",produits laitiers,produits laitiers frais et alternatives végétales,"6,14",6.14,exact
19676,"Yaourt ou lait fermenté, aromatisé ou aux fruits, sucré (aliment moyen)",produits laitiers,produits laitiers frais et alternatives végétales,"12,6",12.6,exact
19677,"Yaourt ou lait fermenté, aromatisé ou aux fruits, non allégé en matière grasse, sucré (aliment moyen)",produits laitiers,produits laitiers frais et alternatives végétales,"12,6",12.6,exact
19682,"Yaourt ou lait fermenté, aromatisé ou aux fruits (aliment moyen)",produits laitiers,produits laitiers frais et alternatives végétales,"11,9",11.9,exact
19723,"Yaourt ou lait fermenté, nature, enrichi en vitamine D",produits laitiers,produits laitiers frais et alternatives végétales,"4,4",4.4,exact
19724,"Spécialité laitière riche en protéines, nature",produits laitiers,produits laitiers frais et alternatives végétales,"3,45",3.45,exact
19726,"Yaourt ou lait fermenté, nature, sucré, enrichi en vitamine D",produits laitiers,produits laitiers frais et alternatives végétales,"10,9",10.9,exact
19727,"Yaourt au lait de chèvre, aux fruits, sucré",produits laitiers,produits laitiers frais et alternatives végétales,"11,6",11.6,exact
19728,"Yaourt au lait de chèvre, sur lit de fruits, sucré",produits laitiers,produits laitiers frais et alternatives végétales,"13,2",13.2,exact
19733,"Yaourt ou lait fermenté, sur lit de fruits, à la crème, sucré",produits laitiers,produits laitiers frais et alternatives végétales,"14,2",14.2,exact
19801,"Lait fermenté à boire ou lait ribot, nature, maigre",produits laitiers,produits laitiers frais et alternatives végétales,"3,87",3.87,exact
19805,"Lait fermenté à boire ou lait ribot, nature, au lait entier",produits laitiers,produits laitiers frais et alternatives végétales,"1,99",1.99,exact
19860,Yaourt à la grecque nature,produits laitiers,produits laitiers frais et alternatives végétales,"3,73",3.73,exact
19862,"Yaourt à la grecque aromatisé, sucré",produits laitiers,produits laitiers frais et alternatives végétales,"14,2",14.2,exact
